ConsumerID,Frequency,Recency,Money
71660,1,330,279
128265,1,199,340
169630,1,131,99
61232,11,118,1485
102397,3,180,204
159251,11,17,6098
197121,1,42,498
138644,7,166,4085
129988,1,370,249
160874,1,187,34
128365,4,224,996
62855,1,330,249
148972,4,235,396
150595,1,335,34
157628,1,275,558
140267,1,224,299
138378,6,104,1034
181160,1,75,68
163848,3,103,6474
183081,1,64,249
129888,6,201,2655
26419,7,16,2580
191239,1,94,119
172670,1,139,2988
155690,1,266,209
200061,1,165,299
147200,1,225,1494
155358,1,223,3037
130220,1,185,747
189318,1,42,418
148219,2,132,4254
156377,4,16,1484
190337,1,41,1395
84498,1,373,238
113927,3,191,1313
130907,2,294,133
181847,1,179,418
122749,1,189,34
173689,1,118,249
207200,1,122,299
139397,4,198,1026
156709,1,337,119
131239,1,313,279
207532,2,59,498
101810,1,198,249
164867,3,102,327
114614,9,27,5526
136340,2,315,815
101123,8,82,2465
131926,1,356,299
153652,1,294,209
118103,1,222,119
192945,1,174,1308
182866,2,107,498
115633,14,11,4272
188299,1,48,897
100104,1,217,747
78046,2,325,597
133732,1,323,218
137359,1,368,99
112006,1,362,34
132945,1,257,418
192258,1,102,299
154671,1,185,299
166573,1,117,498
159434,4,88,5559
116652,2,104,1245
184572,2,82,2032
28912,2,57,2272
168926,1,56,1137
202886,1,43,209
161355,1,227,204
143456,1,225,279
186825,1,40,119
185574,1,77,249
160104,1,236,299
124223,1,367,34
73615,1,353,249
151614,1,272,68
133964,1,315,730
142122,2,204,528
178103,2,41,1312
92201,3,119,2241
193964,1,43,897
195415,1,47,837
21773,2,129,3530
123536,1,374,558
131694,4,221,204
134651,1,367,299
168611,1,86,119
160121,2,144,68
128182,1,132,996
174708,2,118,1594
87555,6,18,2637
183536,1,55,627
118690,3,219,6578
79735,1,173,396
84730,2,336,836
126261,1,141,109
157396,1,145,996
196002,1,43,299
162829,2,183,1992
125574,1,347,279
103516,7,153,2769
146968,1,210,299
150927,1,234,249
108262,2,170,495
148202,9,9,2423
190652,1,55,3271
120479,1,333,34
128969,1,351,249
165182,1,309,119
103499,1,199,109
33907,1,263,99
137791,1,257,279
145949,1,260,34
173340,1,129,747
138727,10,27,9960
148889,6,76,1494
102480,9,4,1881
170400,1,130,2252
145262,1,261,204
83828,3,255,5563
717,1,361,99
153420,3,202,1893
146885,2,87,68
127950,2,130,297
91299,1,144,1485
179792,19,0,28142
197104,2,28,5382
127512,3,11,5302
139414,1,367,558
122434,1,363,198
161140,2,104,238
171219,1,72,209
88806,4,220,1279
110200,1,356,249
139746,1,287,498
149825,1,290,119
166805,1,116,299
149493,1,300,299
176397,4,41,932
187844,1,46,837
166118,1,118,299
147183,2,132,2562
197791,1,45,797
187512,3,11,1688
159085,1,241,34
140433,1,303,34
198123,2,15,837
170532,1,130,3984
138810,1,343,279
148806,1,338,119
121498,2,285,198
151946,3,82,747
194396,2,31,418
167592,1,61,777
19503,7,110,4093
20339,1,49,370
132713,2,175,1494
212295,1,169,279
134634,1,314,249
126476,1,347,299
194983,2,174,2392
107243,1,165,34
159517,7,100,1293
134047,1,363,418
116735,4,235,996
124555,1,348,34
133675,5,149,11703
156646,1,338,249
167217,1,209,119
208090,1,169,748
158561,1,270,238
146218,2,109,1933
197662,1,46,777
156546,3,182,2490
133775,3,150,204
107807,1,362,1245
151677,1,272,68
164120,1,243,209
176563,1,110,418
106078,8,151,2988
152109,1,102,68
129556,1,354,198
134797,1,331,109
163184,2,293,408
58696,24,5,3951
183390,3,13,879
188677,1,76,119
188345,2,46,1753
132782,2,291,102
126616,1,327,99
131571,1,313,249
711,1,174,1245
166410,1,163,99
183722,1,124,249
126948,1,141,996
82978,15,92,8917
152988,4,14,6723
186948,1,54,837
101455,14,247,816
111365,6,316,3468
144993,2,205,747
111033,3,241,1354
133586,1,304,374
203928,1,183,209
162305,1,155,299
161973,1,159,119
159958,1,68,209
172315,2,104,136
93,1,120,249
104063,2,1,4482
62726,7,173,11194
99440,1,365,238
133068,1,267,34
155003,1,209,34
164913,1,168,209
177270,1,178,1254
126330,1,140,1196
150048,6,214,3285
160290,1,190,68
121375,1,239,1494
142978,1,291,68
155335,1,270,34
138023,1,152,228
30827,4,241,5716
131053,3,226,3237
136294,5,256,2691
159440,1,209,34
102334,3,164,777
133300,5,264,10398
198973,1,41,598
36068,1,208,2060
207386,1,119,299
104913,1,365,249
74279,1,317,119
110154,3,282,837
148365,1,324,99
153606,1,295,0
113380,4,6,4731
187466,1,48,897
179646,1,94,299
5666,2,222,996
135315,1,125,34
184933,1,79,209
178767,1,112,249
78902,8,33,3826
86722,6,195,1536
68992,18,1,6075
168139,2,28,108
175541,1,60,119
190692,1,55,897
174044,1,104,279
200184,1,100,99
96214,1,181,143
185451,3,25,3817
194943,1,143,1743
156732,1,336,209
97711,2,353,2022
132089,1,349,109
158229,1,310,68
168657,14,29,5343
30309,2,11,3785
185969,6,12,4285
158747,3,33,1275
136812,5,130,7452
146722,3,151,1428
151591,1,273,34
146304,1,212,198
164034,1,193,209
212109,1,173,996
134279,1,141,209
163616,1,267,498
130074,2,344,1245
156214,1,342,418
117631,1,358,595
98229,2,314,1344
95696,1,351,297
195229,2,80,498
182743,1,44,777
194150,1,43,897
195561,2,7,4781
178249,1,72,249
176838,2,77,1332
173008,2,137,2790
108657,1,138,209
165763,1,139,1245
206636,1,121,99
166842,1,116,109
115902,6,282,3168
149530,1,335,136
148451,1,345,249
98922,4,118,1016
165431,2,129,102
193214,5,28,709
198169,1,52,1953
176234,1,126,238
157711,1,308,249
100937,3,180,3588
95982,1,219,747
118853,8,116,6012
199105,2,91,2604
120857,3,163,2469
144575,9,234,680
82560,1,236,1674
39526,1,203,204
160808,3,159,204
143496,1,252,209
187698,1,47,279
144907,1,102,68
170386,1,157,68
127595,1,126,299
116838,10,87,2661
142892,15,40,5004
164827,1,139,837
167778,1,59,950
159872,2,63,2286
145511,1,102,498
99526,5,255,744
142560,1,328,1788
121793,1,373,109
121461,1,333,747
125580,1,347,299
193500,1,53,209
167446,1,115,249
41541,4,14,4889
172401,2,105,238
147515,1,240,598
138773,5,230,891
67263,4,281,4929
191485,1,95,68
190406,1,41,797
178999,1,97,68
95089,3,210,4875
7349,16,212,2859
64455,1,216,2376
153274,1,146,209
181993,1,74,299
161687,1,92,34
174173,1,129,996
112401,1,176,4185
72868,1,358,1116
122640,1,346,34
140788,1,216,119
152195,1,209,249
112158,1,176,1494
162666,1,136,1196
92238,24,5,3060
175109,2,43,837
153967,1,221,308
171279,1,113,109
192421,1,93,209
201913,1,50,209
105752,1,362,249
131222,1,314,68
130618,14,1,21108
62366,5,241,2379
184189,1,82,119
183064,1,64,249
166877,1,115,119
175533,2,30,244
158719,2,68,836
113306,1,153,279
113804,5,168,2288
192347,2,15,1015
201003,5,5,824
80305,3,235,747
71022,7,226,2739
191720,1,82,119
62864,1,314,747
173804,3,10,2304
140176,12,94,2871
191116,2,86,418
160734,2,13,198
169390,3,14,836
152078,2,71,2091
143422,1,254,209
182460,1,74,783
119947,1,194,2508
98221,2,173,996
102635,1,144,99
128603,1,353,388
56850,1,362,3097
165148,1,239,34
149161,1,341,498
131520,2,233,418
140505,1,220,99
151474,5,40,238
146519,4,106,4731
158421,1,272,102
137863,1,235,299
134162,1,321,109
125506,1,346,249
120551,1,360,119
142818,1,226,396
127478,5,10,10813
73621,9,81,2241
198404,1,44,777
144790,3,26,616
119320,4,302,1394
207060,3,75,297
152705,1,148,299
170017,1,149,119
144547,1,288,119
110664,1,200,209
161361,1,227,209
127976,1,166,299
136134,1,132,99
178673,1,72,299
171789,3,39,747
108351,2,69,2988
187976,1,47,797
100236,1,349,1743
67278,3,306,4338
91580,2,298,218
179320,1,111,68
144249,1,103,297
168892,3,43,1171
115035,1,75,1428
48692,3,269,3707
148334,6,72,6180
123691,2,329,498
165646,2,255,598
156990,1,241,297
186204,1,122,249
139678,1,256,299
163333,2,11,1743
117348,1,198,2988
25821,2,311,3915
126004,7,239,6557
58822,2,296,1953
116807,1,374,1116
154677,1,185,34
167120,1,114,209
134119,1,326,119
125463,1,347,68
146562,1,212,418
142775,1,292,119
146021,1,222,198
155218,1,181,209
156449,2,81,1308
190409,1,41,2790
207389,1,119,249
28838,3,2,747
193990,2,18,1874
173429,1,129,495
130979,1,342,249
139469,2,212,68
140110,26,6,14605
113097,6,215,6606
53667,3,134,2101
89170,2,314,1396
70647,1,182,68
106150,1,314,1308
165580,1,138,897
114640,4,130,3018
201839,1,133,119
157090,2,288,4389
121587,4,174,1061
96117,2,333,498
148600,1,341,68
131620,1,344,218
130077,1,368,99
169894,1,130,1056
23883,1,86,209
166977,3,76,1151
174972,8,25,2152
183957,8,5,2580
94720,5,62,2178
191952,1,92,119
186874,1,40,74
149997,1,131,1992
172055,1,193,2988
60760,5,136,1030
133017,2,229,946
155075,1,148,68
104112,6,17,1794
172032,1,136,996
121092,3,228,1444
111723,1,361,68
150638,4,172,1494
89665,2,328,1245
133658,1,302,297
186897,1,53,299
152035,4,63,966
206894,1,119,34
195487,1,51,837
197402,2,16,5081
143545,4,65,7470
181424,1,76,279
177505,1,173,249
185995,1,157,34
186997,1,53,797
64295,1,208,2022
118075,3,238,2947
153037,1,336,109
163442,2,137,102
171932,1,89,198
153014,1,146,2102
100193,11,12,21391
152012,1,103,68
109562,10,48,3990
197425,1,44,837
195464,1,51,837
143522,1,215,837
84215,2,132,528
127544,1,365,119
66233,1,356,249
109685,19,1,1552
50255,6,18,3136
186974,1,53,74
40763,7,96,1290
171955,1,195,1743
118175,3,213,3762
197525,2,10,1094
195364,2,43,897
161404,1,86,119
53767,5,194,1414
140010,1,282,249
154073,1,213,209
150999,1,278,299
141507,1,282,209
163565,1,99,249
173970,1,87,299
175467,1,61,209
184959,1,79,228
163542,1,155,109
30235,6,20,3087
195387,1,47,837
142148,10,5,6174
129582,1,354,68
107647,4,106,2490
141607,1,314,453
150976,2,237,218
120090,4,314,1992
98155,1,328,249
159028,6,48,2829
176008,1,124,249
142205,1,221,1694
177084,1,178,1056
116048,8,2,2168
142354,3,131,4881
166656,1,116,249
29931,9,74,11345
169945,2,43,3138
134983,1,315,1395
45122,1,174,2988
152633,1,149,996
160453,1,186,34
117671,4,215,2508
55401,4,113,1477
141518,1,315,99
143141,2,254,996
127163,1,175,3588
174127,1,129,1026
104535,2,15,6460
53927,7,42,12333
170881,1,72,299
126178,1,327,34
36615,6,231,1494
192275,1,101,119
193360,1,196,2629
106456,1,351,198
153569,1,295,34
135670,1,316,99
163061,1,264,1494
152982,1,334,209
201867,3,16,3368
203490,4,82,1043
191588,1,57,498
113340,1,138,249
184555,1,83,297
194047,1,43,777
172653,1,139,34
183768,1,109,299
174276,2,16,218
125242,2,201,357
76257,2,311,990
114963,1,284,299
132275,1,258,34
103848,1,177,279
189401,1,41,777
155773,2,226,747
102912,12,5,3592
180745,2,93,2990
121647,7,103,14993
199978,11,12,13088
163931,1,195,34
172587,1,129,249
191322,1,135,747
155275,1,136,249
206215,1,52,897
129805,4,18,1089
7601,4,206,1494
130303,2,307,238
147117,1,299,119
138461,2,216,218
95275,1,118,1494
192341,1,100,109
103931,18,16,2931
188382,1,47,797
200997,1,50,182
40210,2,47,1489
171568,1,73,109
175527,1,60,34
103433,2,187,4305
162912,1,194,1674
112089,3,140,693
86619,1,318,279
154256,1,227,209
157313,3,106,1397
92052,10,13,6338
36698,6,91,2490
100708,7,2,5529
123685,2,240,1494
118020,1,321,1674
148657,1,324,299
109364,1,205,119
165969,1,164,238
145411,1,223,209
128099,2,146,418
174625,1,114,119
127080,4,20,9955
135736,9,27,3806
207615,8,8,2392
195332,1,48,777
186676,1,49,558
114010,8,167,2527
156294,6,163,1587
122666,2,365,1245
21856,3,106,1494
144392,3,273,297
173606,1,161,34
178020,1,105,119
143373,6,182,2529
169596,1,131,1992
176331,2,92,578
167675,1,61,777
134717,12,95,3086
186410,1,151,498
107326,2,130,498
124638,1,356,209
99168,2,316,1674
195066,1,183,209
115982,2,118,598
159019,1,246,1494
178252,1,72,209
159168,2,118,1574
167824,2,45,837
176480,3,32,136
193294,1,174,2988
184638,1,107,238
81707,2,347,2232
125159,4,40,1294
133815,2,282,208
150512,1,355,498
66061,1,343,249
175982,1,126,34
131843,10,97,4563
66582,13,17,5787
162978,1,194,2739
140499,3,262,4186
149155,2,254,204
104452,1,271,299
171634,1,72,109
161057,1,86,34
143894,4,74,5457
126410,2,102,996
161206,2,79,595
190420,1,41,837
207117,2,123,751
135066,2,316,747
140648,1,218,209
117754,1,320,598
152550,1,147,209
169862,4,105,1116
109098,1,137,747
181764,1,104,249
103582,4,17,8210
181913,1,73,249
129052,2,327,7221
112238,1,176,3508
154522,2,173,2366
164601,1,135,238
120396,1,344,2490
165099,1,240,317
146364,1,221,209
145866,1,287,34
156443,1,144,99
173257,1,129,209
85666,21,15,11457
172736,1,89,249
183015,1,66,249
198206,1,52,299
189550,2,28,2083
79131,22,10,4656
165703,1,306,34
164080,1,192,119
113257,1,165,109
172238,1,135,1494
197708,1,45,99
155424,3,10,306
104601,3,231,1136
87289,1,313,249
157047,1,312,34
191173,1,95,99
166722,1,117,209
152899,2,59,1045
184034,1,64,109
74568,1,277,297
158066,1,334,249
101959,1,258,498
113861,2,333,3069
131173,1,314,1245
133094,1,304,99
144243,1,103,297
126931,1,141,249
162159,2,108,498
34926,13,38,3486
68554,5,29,2391
151880,1,102,279
143224,2,71,378
53861,4,315,1105
176186,1,107,249
193498,1,53,807
192419,1,93,249
163700,1,264,952
66468,2,273,558
16939,3,280,396
124653,2,290,3069
153040,1,336,99
118001,1,320,279
135313,1,125,209
132087,17,5,6572
35734,2,68,528
53046,1,355,34
127593,3,37,1794
183027,1,66,99
144573,1,285,249
122638,1,347,1086
143780,1,291,299
127261,1,141,996
160760,1,96,209
128197,1,132,297
154251,4,41,6225
120623,5,134,6026
50281,3,17,792
99810,6,64,9903
203694,4,94,1692
145509,2,78,598
170152,1,155,68
134102,1,327,299
160156,1,146,209
187464,2,13,1863
171563,1,73,119
171231,1,72,498
116790,5,26,9168
142844,3,100,996
109216,8,238,942
169216,2,50,1046
177122,4,18,3429
194434,1,120,249
199057,2,19,1196
94251,16,72,2676
186528,8,24,3507
189479,2,22,797
68197,6,197,5877
172167,4,2,1056
43311,1,349,996
143494,1,252,594
166608,1,118,654
178851,1,111,34
139057,10,10,3684
120909,2,6,1494
129322,16,14,18261
150132,1,354,249
149296,1,337,34
167444,1,115,209
117915,2,156,498
174328,1,86,249
61745,2,139,4482
118894,5,161,1191
40603,3,262,1335
69276,1,243,594
140829,1,321,249
157016,1,240,279
118851,1,317,209
147524,3,209,897
31990,1,145,249
192373,1,51,933
167487,1,111,249
157995,1,335,2988
42618,3,184,693
113046,3,242,5220
95980,1,328,279
146588,1,286,34
120866,5,252,2090
103554,2,259,1494
141765,1,224,99
195227,1,101,68
155980,3,48,204
185735,1,71,627
190358,1,41,837
168423,1,62,74
198178,1,52,837
107487,2,313,2241
173292,3,160,476
119930,3,283,852
102618,1,300,109
152193,1,209,198
207670,1,172,209
191251,1,94,299
186010,6,15,1444
31672,4,129,10209
74881,1,361,34
97102,2,336,1245
463,1,289,119
148967,1,259,34
122595,2,131,2490
100328,1,103,209
183070,2,0,1395
188025,1,47,897
179369,1,90,109
49388,9,78,17121
170713,1,262,249
174414,1,104,119
165758,1,131,297
191726,1,82,279
91672,4,193,13156
96627,1,353,102
108984,3,264,1104
58044,2,121,996
144341,1,102,299
15571,10,10,3585
144012,2,82,2970
172399,1,111,34
135356,4,173,7955
163743,1,264,109
194952,1,143,279
181055,1,77,34
56358,3,301,792
110713,2,317,1953
126700,1,325,249
186296,1,156,99
107298,1,153,249
55104,2,150,1224
164593,1,135,2168
133670,14,2,7793
154683,1,184,1116
103743,10,1,1782
184610,2,63,348
146027,5,40,2688
137371,2,303,996
147281,2,264,598
132416,2,175,3039
193266,1,174,119
95087,4,4,1734
150982,4,223,645
155937,2,243,498
86431,4,168,3870
142326,2,224,418
128715,1,331,209
110670,13,42,1954
181098,2,74,505
69969,2,200,2052
98599,2,56,558
87281,1,229,34
78625,1,374,2232
186339,1,153,99
172685,1,139,119
184324,1,108,327
183113,4,14,2807
187982,1,47,209
191769,1,81,34
109027,4,53,891
170670,6,49,714
126339,1,140,1194
192980,3,10,4418
113896,3,8,5647
174457,3,142,2052
117683,1,321,279
162014,1,306,34
179326,1,111,627
147756,6,50,5515
156412,2,102,1674
45283,4,25,6696
42704,7,105,6441
149253,2,320,598
165240,1,139,1188
157666,2,219,498
157909,5,184,238
139100,1,218,299
140597,1,218,99
191208,1,134,1992
130444,1,133,279
184567,4,26,745
207756,2,132,747
175911,2,41,148
19833,8,119,2490
151025,2,216,3684
137328,2,339,3237
168337,1,56,209
147238,4,200,2739
138582,2,286,488
142369,1,260,119
141115,1,300,396
159681,1,273,34
145984,1,222,209
151030,1,278,498
126058,1,317,249
39071,1,178,198
195567,1,133,209
115481,1,198,34
176500,1,126,68
114628,9,86,4185
169195,1,56,899
126911,3,4,340
160705,1,68,99
177851,2,37,857
118421,2,356,807
152381,1,210,119
97648,3,210,595
143725,6,176,1781
135235,1,364,279
89158,2,364,348
109765,1,292,1245
143891,1,175,209
141000,13,135,9919
174960,19,9,6571
161558,1,151,209
197605,2,12,1338
130423,1,133,476
186862,1,40,68
183616,1,65,209
110618,1,281,1494
121767,3,308,2948
149656,1,293,249
191940,1,93,209
45523,1,174,2988
152902,1,146,99
112756,7,71,1606
158667,1,67,34
116383,11,10,3223
104100,2,105,8357
171233,1,72,249
124707,2,246,1674
44455,2,331,747
133363,1,323,209
167323,1,236,243
162909,1,191,209
154253,1,227,34
164432,7,24,2140
130472,1,132,1494
189902,1,41,1116
87186,4,69,7002
198558,1,50,837
155942,1,270,109
164598,1,135,119
139128,1,217,99
119895,4,270,723
207635,1,171,68
173088,1,163,209
33406,6,204,1603
68451,2,167,498
145365,1,223,249
131325,14,12,11615
130323,11,131,4333
198458,1,43,777
156291,16,28,2743
76592,5,152,9037
155793,2,204,1918
101060,3,359,2093
164283,1,185,1420
68102,4,267,2490
207735,2,165,837
102062,2,137,1245
166470,1,118,1188
187028,1,49,777
175126,1,44,777
123018,4,283,3606
54013,3,191,2860
131674,1,344,495
100539,1,224,109
153904,1,223,209
162560,1,182,452
135335,2,195,1086
178372,1,108,249
166370,3,56,1686
1169,2,88,5656
197207,1,41,877
9874,1,324,1144
141853,1,364,1395
145763,9,109,2885
133197,1,348,837
121246,1,331,418
78630,2,308,598
157665,2,251,498
112590,3,194,1344
194565,2,83,4170
107993,5,75,5985
168846,1,56,897
158767,5,1,340
82523,6,64,4713
99337,3,320,1494
177751,1,130,747
80353,1,371,68
12350,2,205,232
73867,2,211,2988
177502,1,173,209
142723,3,35,6027
187177,1,48,857
195833,2,27,2093
125909,7,33,5354
90160,9,17,8247
161707,2,26,1116
151379,1,233,209
176898,2,10,4044
170363,3,50,876
141100,5,243,1593
144893,1,238,1842
91783,5,264,1743
151428,2,198,358
167472,2,111,1547
179374,1,90,249
205093,1,43,797
156895,3,67,357
188030,5,3,204
118521,13,13,3486
167223,1,209,2988
148488,1,324,99
148239,1,315,68
157144,1,311,498
73818,1,311,99
136437,3,41,5969
197705,1,45,897
60648,4,11,4036
171737,1,109,297
22274,15,21,2690
32553,8,83,3127
81255,1,300,249
151130,1,285,249
159835,1,208,119
161458,1,131,209
127781,1,132,299
130572,4,193,1941
139228,1,283,68
146765,2,221,68
132195,2,361,238
91534,5,314,1743
140851,1,259,249
130721,19,15,14758
191070,5,14,10458
165600,4,81,1156
182414,1,43,847
146616,3,215,1312
86018,1,371,238
172086,1,193,897
68955,1,347,498
137960,1,314,119
146367,2,159,68
171837,1,111,299
163430,1,149,348
146516,3,101,3447
171986,8,55,4058
103230,1,40,498
84246,9,3,13702
127532,6,77,3782
104853,6,201,1317
148139,2,299,836
156795,2,301,357
173609,1,161,279
136188,1,226,119
163330,1,151,209
127432,13,0,4772
173709,1,118,209
184037,1,64,148
117104,1,132,418
192693,1,54,837
115530,1,339,99
170463,1,131,2232
136088,2,78,558
84395,1,326,279
96546,1,348,249
192942,1,174,3289
161807,1,99,34
203121,2,110,102
182514,2,2,198
115381,2,74,1597
105102,6,8,5577
194416,4,92,2341
192793,1,43,109
184137,1,57,777
172235,1,135,357
125660,2,320,238
146267,1,213,299
173858,1,186,198
107074,11,11,6930
64292,6,88,7774
98584,4,5,4042
185073,2,40,777
176915,3,31,3340
134133,3,222,1644
151445,3,212,102
134465,5,237,1245
28411,1,342,99
106742,11,124,2589
125975,5,227,476
159603,1,238,34
158584,1,69,1865
188013,1,47,3528
184054,2,20,777
175896,1,50,837
133446,3,190,3084
141604,1,314,1833
124956,1,349,418
133114,1,349,299
167074,2,178,558
158916,1,190,209
150426,1,189,209
110701,1,199,238
197190,1,41,797
52175,7,27,1743
183367,1,63,68
178621,2,30,1016
122016,2,356,3460
149407,1,337,279
132095,1,349,1992
166055,1,162,109
54096,7,105,2889
132427,2,216,102
161641,1,149,279
181561,2,57,2988
198209,2,50,1116
186307,1,156,476
131408,2,333,747
84329,3,289,442
109682,6,129,2706
216,1,133,119
203287,2,136,3348
126994,1,141,209
160622,1,102,209
190738,1,66,747
59546,1,19,396
76858,14,84,3486
104249,1,99,1428
138209,2,216,802
122231,1,373,1495
206799,2,111,1694
147701,1,277,209
8938,1,324,249
102998,1,200,119
182580,1,174,1992
163347,1,138,34
53077,1,150,1035
128700,3,294,2511
154840,1,136,299
43585,3,304,1314
136858,4,253,2255
129702,1,353,209
145348,1,244,34
154170,1,229,249
129487,1,314,249
172152,1,192,99
111388,1,177,34
162660,2,95,418
118859,4,184,1494
188700,3,10,396
165385,1,139,1290
145663,1,130,837
157565,4,10,4863
179623,1,97,249
162311,1,155,209
79566,4,207,5271
100960,1,299,3906
53426,1,318,436
108780,2,163,153
167306,1,236,109
136171,1,226,119
84999,6,57,8057
42998,2,51,198
190051,1,40,99
185305,1,54,299
152919,1,237,109
167993,1,187,209
195584,1,133,2232
130738,2,199,2468
102311,1,207,68
186092,1,152,299
174190,1,129,119
156878,1,243,34
124641,5,11,555
38235,5,55,1980
65543,20,42,3069
116483,1,131,99
169012,3,22,204
143874,1,290,299
194482,1,196,218
63622,1,180,119
20840,3,288,495
46310,6,265,1542
133463,1,304,249
141621,3,195,1794
186324,2,134,317
141953,1,224,209
64641,7,8,6833
151213,2,215,598
125743,1,327,68
136403,1,352,1245
143055,2,285,528
140934,2,284,68
161873,1,308,119
143742,1,111,1528
175547,1,60,498
171133,2,46,857
192859,1,101,34
175464,1,61,99
126762,5,14,7578
153821,2,225,243
154153,1,294,34
114528,1,132,1494
75822,1,219,508
39858,2,173,2348
84561,3,224,2037
10644,11,196,3486
148156,4,193,5146
115547,2,30,597
193463,1,71,249
191840,1,80,119
193795,2,22,837
8036,4,102,7227
172069,4,116,204
174528,1,116,119
176483,1,126,99
76841,4,314,1116
127449,1,357,249
153134,2,313,198
134482,1,331,119
83542,1,259,1794
154757,1,181,299
129719,6,13,1344
198226,1,51,797
172756,1,89,612
9021,6,342,792
112407,8,288,2979
128385,1,333,1190
137877,2,270,1494
147618,1,278,299
155189,1,181,99
171920,1,90,209
147469,9,21,3077
165617,5,20,1494
162328,5,1,495
32138,1,8,996
119878,3,221,447
148305,5,304,2691
146682,1,223,99
179640,1,97,99
42915,2,312,747
139311,1,343,279
111720,1,361,249
140147,1,281,209
121999,1,195,249
187111,1,48,857
167389,3,57,102
110784,15,5,6297
210426,2,104,1494
101292,5,73,2340
139998,4,11,8763
157897,1,300,313
140585,7,28,3065
108863,1,137,594
70993,6,174,7142
179291,1,85,299
88305,7,150,1743
2486,2,129,2241
199998,1,54,897
119291,7,79,9674
197539,1,45,897
5855,1,370,495
149616,1,334,99
143367,1,255,498
28769,14,49,5229
174937,1,44,797
168986,2,55,897
156500,4,84,7774
147844,2,307,498
160330,2,177,218
139188,1,216,209
145139,1,245,119
153795,1,228,99
133821,1,94,34
162451,1,159,279
169135,2,17,4382
103874,8,82,2997
194021,2,45,378
185365,2,1,2610
112530,2,319,272
160479,5,135,2830
151823,1,272,209
137416,1,258,99
14362,9,60,7333
172530,1,88,209
170907,1,113,209
187137,1,48,209
181186,1,75,209
197416,1,44,837
189842,1,42,498
108053,1,365,747
102102,4,173,3735
118332,1,249,249
195793,1,196,299
56964,1,77,594
171176,2,43,897
127137,4,31,2948
183911,1,83,68
35739,2,349,996
144117,1,175,2392
148362,2,311,238
80442,2,233,747
166931,1,117,299
154196,2,175,537
197997,1,41,209
100316,1,202,99
191714,1,82,1794
174734,2,52,797
168236,1,59,74
157754,1,313,299
157539,1,244,68
106599,1,154,209
134276,1,142,99
123579,1,324,99
117296,1,364,279
83336,1,317,1245
26562,4,173,4786
140559,1,244,99
151256,3,224,1794
190363,1,41,209
207343,5,12,2093
173383,2,55,1704
194608,1,49,837
124930,2,181,4115
120685,1,293,598
42855,1,136,446
185262,1,54,717
107432,1,202,3588
158372,1,234,109
147011,1,211,218
124412,1,350,209
130031,5,247,374
96071,3,337,297
163991,2,140,204
190881,1,236,34
141392,3,204,1245
156921,1,242,109
184744,2,57,1494
113569,2,110,396
197479,2,45,1793
154027,12,22,2922
13094,3,36,327
178246,1,72,222
157021,2,300,996
144286,3,29,2991
187987,1,47,209
163519,1,155,3564
134794,1,330,249
100834,6,236,2988
141292,3,136,916
212106,3,89,2631
120167,6,144,11005
167449,3,98,996
133489,6,130,990
144186,3,54,1385
164824,1,139,2988
154127,1,295,99
110675,1,200,299
176941,1,130,299
90406,4,16,5939
178146,1,106,357
53452,4,272,5049
121372,3,275,1794
130864,1,344,807
96904,3,260,1086
164724,1,135,249
67492,17,6,8177
174216,2,19,6752
186951,5,9,3718
111362,13,103,7930
110944,20,114,7542
154814,1,136,119
120854,5,201,1568
167549,3,13,1275
133589,1,304,209
124097,1,355,209
143499,1,252,119
177459,1,174,99
12825,47,6,21168
187469,1,48,1793
188674,1,76,337
120336,14,42,3699
198166,1,52,797
144017,1,103,209
164206,1,194,209
153509,1,296,109
154714,2,156,594
143599,1,214,109
188256,1,49,837
154296,1,228,3198
144804,2,344,498
177977,1,106,109
66187,1,338,249
134107,1,326,34
178664,1,72,299
197648,1,45,837
123479,3,316,535
170589,1,130,2490
96171,1,357,238
153609,2,263,2688
100416,1,201,498
157854,6,190,1544
174419,1,104,1584
140874,1,259,249
161684,1,92,109
191399,1,135,249
154545,3,108,357
114087,3,60,4214
73844,16,15,4482
171525,2,6,1674
199202,3,9,1214
194339,2,132,498
93277,1,351,198
120954,3,224,747
133071,4,173,136
160748,1,96,109
177728,1,130,996
103605,2,299,1407
34050,1,84,876
131282,1,345,3588
206825,1,120,279
53034,7,247,1884
148262,6,222,1443
195026,1,55,797
133758,2,310,843
15965,4,12,5701
129513,7,201,8621
146493,3,177,2949
85643,4,111,3537
77233,1,358,1056
207761,1,170,299
116778,1,198,209
185780,1,105,299
201824,1,133,2392
190463,1,40,34
158790,1,69,102
114920,6,59,1494
194090,1,43,1554
150220,6,120,2808
130449,1,132,297
52201,5,72,4202
147429,1,311,99
63562,3,259,595
47000,2,285,498
97940,1,119,99
141810,1,225,249
75587,4,213,2781
134568,3,304,595
77210,1,225,2490
15991,3,174,717
153503,3,161,170
49619,2,174,1992
20754,1,126,99
168843,1,56,947
72447,9,62,5259
108494,2,185,4072
194313,1,151,209
63791,5,257,1524
124140,1,197,558
151531,2,266,204
177001,1,104,297
132796,1,304,68
160187,1,189,68
177499,1,173,99
178773,3,82,597
185806,1,105,68
170615,2,40,2790
108345,2,58,498
179271,1,96,249
81252,2,104,3696
10326,1,318,249
177150,1,173,299
41610,3,137,2218
179122,1,71,68
187778,1,47,837
